Name,Folder Path,Inicio del informe,Fin del informe,Nombre del anuncio,Entrega del anuncio,Nombre del conjunto de anuncios,Puja,Tipo de puja,Presupuesto del conjunto de anuncios,Tipo de presupuesto del conjunto de anuncios,Último cambio significativo,Configuración de atribución,Resultados,Indicador de resultado,Alcance,Impresiones,Coste por resultados,Clasificación por calidad,Clasificación por porcentaje de interacción,Clasificación por tasa de conversión,Importe gastado (MXN),Fin,Clasificacion,Lugar,Objetivo,Red Social,Dias_transcurridos,Clasificacion.Descripción,Lugar.Descripción,Objetivo.Descripción,Red_Social.Descripción,Nombre_corto_anuncio
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24032802RZBESTRGENERYUCA18-MAHYMTHRIN Pareciera Constante","inactive","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",7960,"video_thruplay_watched_actions",31004,32071,0.090338,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",719.09,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","IN",1,"Estratégico","Yucatán","ThruPlay","Instagram","Pareciera Constante"
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24032901RZBESTRGENERYUCA18-MAHYMTHRFB Escudo Yucatán","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",1977,"video_thruplay_watched_actions",10153,11136,0.111184,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",219.81,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",1,"Estratégico","Yucatán","ThruPlay","Facebook","Escudo Yucatán"
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24032902RZBESTRGENERYUCA18-MAHYMTHRFB Cubeta Agua","inactive","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",11933,"video_thruplay_watched_actions",52798,59515,0.081223,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",969.23,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",1,"Estratégico","Yucatán","ThruPlay","Facebook","Cubeta Agua"
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24032902RZBESTRGENERYUCA18-MAHYMTHRIN Cubeta Agua","inactive","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",18214,"video_thruplay_watched_actions",69309,75407,0.078756,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",1434.46,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","IN",1,"Estratégico","Yucatán","ThruPlay","Instagram","Cubeta Agua"
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24033001RZBESTRGENERYUCA18-MAHYMTHRFB No Es Joaquín","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",5161,"video_thruplay_watched_actions",18169,19148,0.063003,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",325.16,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",1,"Estratégico","Yucatán","ThruPlay","Facebook","No Es Joaquín"
"RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,"24033003RZBESTRGENERYUCA18-MAHYMTHRFB Salud Educación Campo","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",167,"video_thruplay_watched_actions",1217,1252,0.114192,"-","-","-",19.07,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",1,"Estratégico","Yucatán","ThruPlay","Facebook","Salud Educación Campo"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","not_delivering","RZB - Yucatán Thru Marzo 2024",0,"ABSOLUTE_OCPM",118000,"Toda la campaña",2024-03-27 00:00:00.000,"7 días después del clic o 1 día después de la visualización",25019,"video_thruplay_watched_actions",28104,33258,0.066366,"-","-","-",1660.4,2024-03-31 00:00:00.000,"SPOT","YUCA","THR","FB",0,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","not_delivering","RZB - Yucatán Thru Marzo 2024",0,"ABSOLUTE_OCPM",118000,"Toda la campaña",2024-03-27 00:00:00.000,"7 días después del clic o 1 día después de la visualización",39189,"video_thruplay_watched_actions",46079,51059,0.067836,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Por encima de la media",2658.44,2024-03-31 00:00:00.000,"SPOT","YUCA","THR","IN",0,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24032802RZBESTRGENERYUCA18-MAHYMTHRFB Pareciera Constante","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",1481,"video_thruplay_watched_actions",6862,7592,0.07977,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Por encima de la media",118.14,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",0,"Estratégico","Yucatán","ThruPlay","Facebook","Pareciera Constante"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24032901RZBESTRGENERYUCA18-MAHYMTHRFB Escudo Yucatán","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",3680,"video_thruplay_watched_actions",20151,21285,0.088584,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",325.99,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",0,"Estratégico","Yucatán","ThruPlay","Facebook","Escudo Yucatán"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24033001RZBESTRGENERYUCA18-MAHYMTHRFB No Es Joaquín","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",43226,"video_thruplay_watched_actions",143309,166890,0.063917,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",2762.89,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",0,"Estratégico","Yucatán","ThruPlay","Facebook","No Es Joaquín"
"RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,"24033003RZBESTRGENERYUCA18-MAHYMTHRFB Salud Educación Campo","not_delivering","RZB - Yucatán Thru Marzo 2024 V2",0,"ABSOLUTE_OCPM",22000,"Toda la campaña",2024-03-28 00:00:00.000,"7 días después del clic o 1 día después de la visualización",1130,"video_thruplay_watched_actions",4145,4779,0.07169,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",81.01,2024-03-31 00:00:00.000,"ESTR","YUCA","THR","FB",0,"Estratégico","Yucatán","ThruPlay","Facebook","Salud Educación Campo"
"RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-02 00:00:00.000,2024-04-02 00:00:00.000,"24040101RZBESTRGENERYUCA18-MAHYMTHRFB 31 Días","not_delivering","RZB - Yucatán Thru Abril 2024 V2",0,"ABSOLUTE_OCPM",2000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",14103,"video_thruplay_watched_actions",70591,80614,0.084108,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",1186.18,2024-04-02 00:00:00.000,"ESTR","YUCA","THR","FB",0,"Estratégico","Yucatán","ThruPlay","Facebook","31 Días"
"RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-02 00:00:00.000,2024-04-02 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",20455,"video_thruplay_watched_actions",26328,27761,0.066019,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",1350.41,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",28,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-02 00:00:00.000,2024-04-02 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",11842,"video_thruplay_watched_actions",15027,16749,0.065298,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",773.26,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",28,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-01 00:00:00.000,2024-04-01 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",26349,"video_thruplay_watched_actions",35296,38277,0.054445,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",1434.58,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",29,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-01 00:00:00.000,2024-04-01 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",10732,"video_thruplay_watched_actions",14940,16612,0.054873,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",588.9,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",29,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-01 00:00:00.000,2024-04-01 00:00:00.000,"24040101RZBESTRGENERYUCA18-MAHYMTHRFB 31 Días","not_delivering","RZB - Yucatán Thru Abril 2024 V2",0,"ABSOLUTE_OCPM",2000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",11626,"video_thruplay_watched_actions",63002,71039,0.07,"Por debajo de la media: por debajo del 20 % de los anuncios","Por encima de la media","Por encima de la media",813.82,2024-04-02 00:00:00.000,"ESTR","YUCA","THR","FB",1,"Estratégico","Yucatán","ThruPlay","Facebook","31 Días"
"RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-04 00:00:00.000,2024-04-04 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",35522,"video_thruplay_watched_actions",45020,49680,0.063309,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",2248.87,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",26,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-04 00:00:00.000,2024-04-04 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",12292,"video_thruplay_watched_actions",16420,18302,0.062757,"-","-","-",771.41,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",26,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-03 00:00:00.000,2024-04-03 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",19517,"video_thruplay_watched_actions",27775,30535,0.069371,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",1353.92,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",27,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-03 00:00:00.000,2024-04-03 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",10506,"video_thruplay_watched_actions",15237,17495,0.069893,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",734.3,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",27,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-08 00:00:00.000,2024-04-08 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",33940,"video_thruplay_watched_actions",48188,51927,0.063822,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",2166.11,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",22,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-08 00:00:00.000,2024-04-08 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",15073,"video_thruplay_watched_actions",20116,22697,0.06252,"Por debajo de la media: por debajo del 35 % de los anuncios","Media","Media",942.37,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",22,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-05 00:00:00.000,2024-04-05 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",33021,"video_thruplay_watched_actions",44597,48811,0.066145,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",2184.17,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",25,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-05 00:00:00.000,2024-04-05 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",12414,"video_thruplay_watched_actions",16076,18334,0.064694,"-","-","-",803.11,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",25,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-07 00:00:00.000,2024-04-07 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",30514,"video_thruplay_watched_actions",42651,45619,0.069703,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",2126.91,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",23,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-07 00:00:00.000,2024-04-07 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",13320,"video_thruplay_watched_actions",16696,18884,0.068218,"-","-","-",908.67,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",23,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-06 00:00:00.000,2024-04-06 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",33615,"video_thruplay_watched_actions",45261,49488,0.068275,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Media",2295.08,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","IN",24,"Spots","Yucatán","ThruPlay","Instagram","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-04-06 00:00:00.000,2024-04-06 00:00:00.000,"24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo","active","RZB - Yucatán Thru Abril 2024",0,"ABSOLUTE_OCPM",90000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",9748,"video_thruplay_watched_actions",12859,14486,0.067008,"-","-","-",653.19,2024-04-30 00:00:00.000,"SPOT","YUCA","THR","FB",24,"Spots","Yucatán","ThruPlay","Facebook","Spot Campaña Largo"
"RZB Púrpura-Analytics-Anuncios-04-mar-2024-4-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-04 00:00:00.000,2024-03-04 00:00:00.000,"24030401RZBTERRGENERYUCA18-MAHYMINTFB Buenos Resultados","inactive","RZB - Yucatán Inte Marzo 2024",0,"ABSOLUTE_OCPM",37000,"Toda la campaña",2024-03-26 00:00:00.000,"7 días después del clic o 1 día después de la visualización",14570,"actions:post_engagement",68338,83896,0.062093,"-","-","-",904.69,2024-03-29 00:00:00.000,"TERR","YUCA","INT","FB",25,"Territorio","Yucatán","Interacción","Facebook","Buenos Resultados"
"RZB Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-05 00:00:00.000,2024-03-05 00:00:00.000,"24030401RZBTERRGENERYUCA18-MAHYMINTFB Buenos Resultados","inactive","RZB - Yucatán Inte Marzo 2024",0,"ABSOLUTE_OCPM",37000,"Toda la campaña",2024-03-26 00:00:00.000,"7 días después del clic o 1 día después de la visualización",10959,"actions:post_engagement",75095,85971,0.099946,"Por debajo de la media: por debajo del 35 % de los anuncios","Por encima de la media","Por encima de la media",1095.31,2024-03-29 00:00:00.000,"TERR","YUCA","INT","FB",24,"Territorio","Yucatán","Interacción","Facebook","Buenos Resultados"
"RZB Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-08 00:00:00.000,2024-03-08 00:00:00.000,"24030801RZBTERRMUJERYUCA18-MAMUJINTFB Cooperativa Mujeres","not_delivering","RZB - Yucatán Mujeres Inte Marzo 2024",0,"ABSOLUTE_OCPM",2000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",219,"actions:post_engagement",1465,1516,0.056301,"-","-","-",12.33,2024-03-09 00:00:00.000,"TERR","YUCA","INT","FB",1,"Territorio","Yucatán","Interacción","Facebook","Cooperativa Mujeres"
"RZB Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx","https://analiticaempresarial.sharepoint.com/sites/PurpuraSolutionsSite/Documentos compartidos/Reportes_Redes_Preciado/RZB/RZB Reportes/",2024-03-08 00:00:00.000,2024-03-08 00:00:00.000,"24030802RZBTERRGENERYUCA18-MAHYMINTFB Reunirme Artesanas","not_delivering","RZB - Yucatán Mujeres Inte Marzo 2024",0,"ABSOLUTE_OCPM",2000,"Toda la campaña",1899-12-30 00:00:00.000,"7 días después del clic o 1 día después de la visualización",440,"actions:post_engagement",1972,2089,0.039091,"-","-","-",17.2,2024-03-09 00:00:00.000,"TERR","YUCA","INT","FB",1,"Territorio","Yucatán","Interacción","Facebook","Reunirme Artesanas"
